,reg_IC50,reg_CC50,reg_SI,clf_IC50,clf_CC50,clf_SI,clf_SI_gt_8,MI_avg
fr_priamide,0.0018375097434979448,0.036477494768670016,0.0075993946429566694,0.0,0.0,0.0,0.0,0.006559199879303519
fr_pyridine,0.011671540507912637,0.006076639878821677,0.01806641890076155,0.0020511355096555217,0.015876140559117458,0.0,0.0,0.007677410765181263
fr_quatN,0.022246271197637668,0.045004503599956225,0.010333634321852081,0.003998620094737726,0.0,0.0,0.017752101683228494,0.014190732985344599
fr_sulfide,0.016641908061105992,0.01318844960639698,0.015209322713172213,0.0,0.0,0.0032245993007191665,0.009696789088119218,0.008280152681359081
fr_sulfonamd,0.012955220445453164,0.0034598692149852006,0.0,0.024313414189749416,0.0,0.0006518032509612581,0.0009553192013398437,0.006047946614641269
fr_sulfone,0.0,0.0016901766388032202,0.0,0.0,0.0,0.0,0.0022662157784423265,0.0005651989167493639
fr_term_acetylene,3.3306690738754696e-16,3.3306690738754696e-16,0.0,0.0,0.020889797415988953,0.011650574768098831,0.007331607005215401,0.005695997027043408
fr_tetrazole,0.0,0.0,0.0,0.0,0.008180588356038632,0.0,0.0,0.0011686554794340903
fr_thiazole,0.02117058552969131,0.08327087190812321,0.019352743606816825,0.0,0.030885890161891583,0.0,0.0,0.022097155886646132
fr_thiophene,0.004140750943254501,0.024793648139660007,0.0022223240987970794,0.0,0.0,0.0,0.0,0.004450960454530227
fr_unbrch_alkane,0.01339320586699455,0.01300066943079492,0.008937611625795538,0.02940685274487942,0.010272007255309523,0.009973304257663296,0.020804794185835362,0.015112635052467516
fr_urea,0.001647810949353512,0.009787849005271854,0.0,0.0,0.023861541936830433,0.010875218204823511,0.0,0.006596060013754187
EState_Delta,0.11290425852892039,0.47224892738411706,0.10612409406670187,0.05163297350574059,0.09699956140766619,0.058791079269966406,0.04423631180762344,0.13470531513867656
HAcceptors_to_HDonors_Ratio,0.05727914064549866,0.2475512184483799,0.027901612715823365,0.016553646748987738,0.06722891290658595,0.05226813275024278,0.013079044421140162,0.06883738694809408
MolLogP_sq,0.13652191740714192,0.3237880200176928,0.05226403121514123,0.03427999886398192,0.05423832535324302,0.0,0.010609860699225315,0.08738602193663232
MolWt_x_TPSA,0.09869543036869022,0.4261393836443421,0.0038907816383635385,0.05175195004209643,0.08590991726051,0.04218544912137445,0.04502888416339479,0.10765739946268164
